,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
21339,19.1,-5.7,34.3,1628.5,,102.3,8.9,,1017.0,0.0
21340,11.1,-18.4,32.4,479.8,,257.1,11.0,,1021.7,0.0
21341,13.3,-15.3,33.6,1327.5,200.0,252.0,8.2,,1017.9,0.0
21342,18.4,-2.9,34.1,1311.9,0.0,357.9,4.6,,1018.5,0.0
21343,13.2,-14.4,36.0,1172.0,,231.8,7.6,,1018.2,0.0
21344,12.9,-31.7,42.3,431.0,,86.3,16.5,,1018.3,0.0
21345,20.4,-3.1,36.8,1200.7,0.0,45.9,8.5,,1018.1,0.0
21346,18.0,-10.2,36.4,1668.7,50.0,45.5,8.7,,1017.9,0.0
21347,9.3,-13.5,27.5,1221.8,,327.5,9.5,,1020.6,0.0
21348,14.9,-12.4,42.5,61.5,230.0,5.5,13.3,,1014.0,0.0
21349,18.7,-9.1,36.3,1624.2,100.0,152.6,8.4,,1017.8,0.0
21350,18.8,-3.1,35.2,1140.6,0.0,354.2,6.2,,1018.9,0.0
21351,13.8,-26.8,36.4,980.1,,106.7,14.4,,1017.3,0.0
21352,16.8,-2.3,40.7,531.2,,304.4,9.1,,1016.7,0.0
21353,12.2,-3.9,39.4,1134.2,180.0,155.0,9.3,,1017.7,0.0
21354,8.2,-31.9,36.1,817.9,,241.7,13.7,,1016.5,0.0
21355,11.5,-10.9,44.7,456.3,,310.8,14.2,,1017.2,0.0
21356,9.1,-25.7,33.1,744.3,,293.5,10.5,,1016.6,0.0
21357,12.3,-21.6,33.4,989.8,,240.3,13.8,,1017.7,0.0
21358,15.8,-27.7,36.0,1354.8,,152.8,12.8,,1017.2,0.0
21359,10.5,-28.1,33.8,721.1,,4.1,8.9,,1017.0,0.0
21360,8.2,-23.3,32.8,1156.6,,301.3,6.0,,1016.4,0.0
21361,15.3,-6.0,34.4,892.0,100.0,272.9,14.1,,1017.4,0.0
21362,13.9,-26.7,34.9,1166.7,200.0,179.8,14.9,,1016.9,0.0
21363,14.8,-27.1,36.5,1099.3,,139.7,15.7,,1017.2,0.0
21364,11.8,-12.2,32.0,1074.6,,314.4,11.2,,1016.5,0.0
21365,6.8,-37.9,34.9,578.0,,230.8,13.3,,1015.7,0.0
21366,14.3,-25.8,40.3,482.9,130.0,193.5,17.9,,1014.2,0.0
21367,18.5,-9.0,34.8,1664.9,50.0,22.6,8.9,,1018.2,0.0
21368,20.6,-5.5,45.0,236.7,0.0,350.5,12.4,,1012.8,0.0
21369,12.9,-25.7,35.1,1355.6,280.0,336.2,9.1,,1017.6,0.0
21370,20.2,-12.6,48.2,1247.1,50.0,120.2,9.2,,1016.9,0.0
21371,10.9,-27.5,39.2,318.8,410.0,334.6,14.8,,1015.5,0.0
21372,14.6,-14.9,35.9,479.8,,257.1,11.0,,1021.7,0.0
21373,17.1,-26.2,38.1,1014.8,150.0,153.2,9.6,,1017.0,0.0
21374,13.4,-24.2,35.8,977.4,,139.1,11.1,,1017.3,0.0
21375,7.5,-30.6,36.6,180.3,,250.7,13.0,,1016.5,0.0
21376,14.4,-7.6,32.3,1393.0,,355.3,6.1,,1020.0,0.0
21377,15.2,-23.3,35.7,1008.2,,50.0,7.9,,1017.4,0.0
21378,7.6,-32.7,39.0,413.8,,259.5,16.3,,1015.3,0.0
21379,18.9,-9.2,34.9,1499.1,0.0,149.8,8.2,,1018.3,0.0
21380,13.6,-25.0,36.1,1149.0,229.0,191.5,9.5,,1017.0,0.0
21381,8.6,-37.9,41.6,359.6,,317.5,16.1,,1015.9,0.0
21382,12.8,-9.3,37.7,954.2,,263.0,9.3,,1017.9,0.0
21383,11.4,-17.7,33.3,1097.8,,233.2,13.5,,1018.5,0.0
21384,11.0,-29.5,40.5,573.4,,165.6,16.7,,1016.1,0.0
21385,7.6,-34.1,38.9,408.8,,255.9,18.2,,1015.8,0.0
21386,10.4,-12.1,31.9,1205.0,,257.6,10.1,,1018.4,0.0
21387,12.8,-27.4,39.0,885.3,380.0,203.2,14.7,,1017.1,0.0
21388,14.2,-25.0,37.2,1029.9,,165.0,13.4,,1016.6,0.0
21389,13.4,-19.0,34.0,1012.5,,196.5,11.1,,1018.1,0.0
21390,11.2,-16.8,34.3,1097.8,280.0,283.3,6.9,,1017.5,0.0
21391,12.7,-24.3,34.7,1261.9,,332.7,10.1,,1018.2,0.0
21392,14.8,-7.2,32.7,1393.0,,355.3,6.1,,1020.0,0.0
21393,14.4,-26.5,38.5,934.6,,149.4,13.8,,1017.0,0.0
21394,9.8,-25.3,33.2,655.5,410.0,314.8,10.6,,1017.0,0.0
21395,15.8,-27.7,36.0,1354.8,,152.8,12.8,,1017.2,0.0
21396,7.4,-36.0,37.0,649.8,,311.0,11.4,,1016.1,0.0
21397,19.6,-16.2,36.6,1042.8,,128.3,10.7,,1017.1,0.0
21398,18.9,-19.0,38.1,769.5,102.0,139.2,15.2,,1016.0,0.0
21399,14.8,-20.4,35.2,1317.4,,195.7,11.5,,1017.8,0.0
21400,11.0,-27.3,38.2,828.6,330.0,207.0,14.7,,1016.5,0.0
21401,10.0,-21.2,32.8,816.8,410.0,315.9,10.1,,1016.9,0.0
21402,5.6,-18.4,33.6,379.7,,270.0,10.0,,1019.7,0.0
21403,18.6,-11.1,36.7,1343.2,,133.7,12.4,,1018.0,0.0
21404,18.6,-20.1,39.8,619.6,250.0,158.6,16.9,,1015.8,0.0
21405,18.5,-5.1,42.7,408.5,0.0,157.9,9.4,,1013.0,0.0
21406,10.7,-30.1,38.9,807.9,,298.0,14.9,,1017.3,0.0
21407,17.9,-19.9,35.0,1385.4,,30.7,10.1,,1018.0,0.0
21408,19.2,-11.1,37.2,1558.9,,126.1,7.2,,1017.3,0.0
21409,16.8,-6.8,42.0,209.8,0.0,176.2,15.6,,1012.2,0.0
21410,9.1,-30.5,34.5,640.6,,297.3,10.5,,1016.8,0.0
21411,11.6,-17.2,40.8,684.7,,123.7,7.6,,1018.9,0.0
21412,21.0,-3.3,37.2,1487.0,,146.3,7.8,,1017.8,0.0
21413,10.7,-20.2,39.8,298.2,51.0,117.1,15.2,,1018.7,0.0
21414,15.9,-26.3,39.7,484.3,0.0,176.5,18.8,,1017.7,0.0
21415,13.6,-16.4,34.6,1203.4,130.0,228.2,10.3,,1018.3,0.0
21416,12.7,-32.0,38.6,677.2,,28.7,12.8,,1016.9,0.0
21417,24.4,5.6,35.6,1037.8,,89.3,10.9,,1017.5,0.0
21418,16.8,-21.8,36.2,843.6,,126.3,11.7,,1017.4,0.0
21419,23.1,-5.2,35.0,1329.7,,117.0,15.9,,1015.8,0.0
21420,14.9,-9.3,41.2,112.7,0.0,250.3,8.0,,1013.5,0.0
21421,19.7,-1.6,35.7,981.8,0.0,198.0,9.0,,1018.4,0.0
21422,7.1,-33.0,38.7,413.8,130.0,261.8,16.5,,1015.3,0.0
21423,11.9,-19.0,33.0,1057.1,,255.9,12.8,,1018.3,0.0
21424,17.6,-10.0,42.2,156.9,,257.0,14.3,,1013.5,0.0
21425,10.2,-27.8,34.2,712.0,,236.1,11.0,,1016.7,0.0
21426,10.9,-27.5,38.0,843.3,,184.6,14.7,,1016.4,0.0
21427,11.6,-27.1,37.0,845.7,410.0,319.2,12.6,,1017.1,0.0
21428,15.6,-14.1,35.9,1422.1,100.0,203.2,11.2,,1018.2,0.0
21429,11.1,-33.3,36.0,618.6,360.0,99.8,15.4,,1016.4,0.0
21430,11.1,-13.3,41.1,598.0,,265.6,14.2,,1017.9,0.0
21431,11.4,-17.4,34.0,1283.9,,284.0,10.7,,1015.5,0.0
21432,9.6,-18.2,35.2,559.2,,227.1,9.6,,1016.3,0.0
21433,16.6,-27.4,37.1,692.6,,155.8,12.5,,1016.5,0.0
21434,16.8,-9.4,34.9,1553.4,,358.4,8.2,,1018.4,0.0
21435,10.9,-12.8,42.7,258.6,130.0,182.2,14.3,,1016.2,0.0
21436,10.8,-17.2,33.9,1097.8,280.0,283.3,6.9,,1017.5,0.0
21437,13.1,-19.7,35.3,1111.5,180.0,206.0,13.2,,1017.6,0.0
21438,12.6,-27.4,39.4,613.9,,13.0,12.1,,1016.9,0.0
21439,13.3,-11.8,37.7,855.1,,287.0,9.2,,1017.3,0.0
21440,8.8,-33.5,34.5,271.2,150.0,248.9,15.0,,1015.9,0.0
21441,8.7,-34.9,40.7,249.5,,300.8,14.4,,1015.2,0.0
21442,11.8,-27.5,35.3,855.2,381.0,229.5,15.1,,1017.2,0.0
21443,16.5,-23.5,36.5,877.4,,44.0,10.1,,1016.7,0.0
21444,9.8,-28.6,32.3,769.2,360.0,309.9,8.9,,1016.9,0.0
21445,11.4,-21.1,35.6,206.6,,291.9,14.8,,1014.9,0.0
21446,13.1,-35.2,39.8,734.7,380.0,67.0,13.8,,1016.9,0.0
21447,11.2,-13.3,32.4,1117.7,,248.6,14.3,,1017.8,0.0
21448,12.7,-11.1,42.8,456.2,230.0,238.0,12.3,,1017.7,0.0
21449,14.5,-20.9,37.3,1188.1,,226.2,10.5,,1018.6,0.0
21450,18.9,-9.4,42.2,169.9,,266.5,13.4,,1013.2,0.0
21451,18.4,-18.0,40.0,1051.2,,118.3,11.8,,1017.5,0.0
21452,9.0,-20.1,31.9,1356.9,460.0,255.9,10.8,,1017.3,0.0
21453,16.2,-6.9,35.5,872.0,0.0,279.8,8.3,,1018.0,0.0
21454,-0.8,-35.0,25.2,640.3,,326.3,17.1,,1008.3,0.0
21455,11.0,-18.3,34.7,997.4,,265.4,11.3,,1018.2,0.0
21456,19.4,-5.2,35.9,1355.4,0.0,114.5,7.8,,1018.3,0.0
21457,12.2,-31.0,38.0,765.0,,120.8,13.5,,1017.0,0.0
21458,15.2,-38.1,54.9,1642.9,0.0,201.9,9.0,,1019.4,0.0
21459,12.7,-23.9,37.2,926.0,,331.9,13.3,,1017.3,0.0
21460,18.4,-3.3,42.7,57.5,0.0,144.7,15.5,,1012.3,0.0
21461,13.0,-11.9,32.5,1017.2,150.0,243.3,11.0,,1018.9,0.0
21462,8.2,-37.2,35.1,988.8,,338.0,7.1,,1016.8,0.0
21463,9.0,-21.3,35.6,272.9,,272.4,16.8,,1022.4,0.0
21464,8.0,-34.3,33.7,271.2,150.0,248.9,15.0,,1015.9,0.0
21465,7.9,-25.8,38.0,356.8,180.0,228.2,8.7,,1016.5,0.0
21466,14.7,-8.4,38.3,900.1,,270.1,11.0,,1018.2,0.0
21467,8.7,-24.8,32.9,785.7,280.0,283.2,13.1,,1016.9,0.0
21468,12.4,-20.1,36.6,206.6,,292.5,14.8,,1014.9,0.0
21469,13.3,-14.1,35.9,968.1,,269.0,11.0,,1017.8,0.0
21470,13.3,-15.7,35.3,1192.9,,202.4,10.2,,1018.8,0.0
21471,11.5,-24.8,33.2,1028.9,,216.7,13.9,,1018.0,0.0
21472,19.1,-8.0,35.3,1630.5,,138.1,9.8,,1017.9,0.0
21473,8.1,-24.3,31.2,822.0,,328.4,7.6,,1016.1,0.0
21474,16.7,-18.2,37.3,1235.2,,160.4,12.1,,1017.7,0.0
21475,13.1,-18.1,34.6,945.1,460.0,230.3,14.9,,1016.9,0.0
21476,12.0,-16.6,36.8,1070.8,,299.3,7.6,,1016.1,0.0
21477,13.0,-30.3,36.8,903.2,0.0,159.6,13.4,,1016.6,0.0
21478,11.9,-17.0,33.6,1013.0,,245.8,7.9,,1018.0,0.0
21479,19.8,-18.9,37.1,987.9,150.0,139.5,13.8,,1017.0,0.0
21480,16.4,-6.9,34.4,1054.6,,305.6,9.0,,1018.2,0.0
21481,16.9,-19.5,35.5,1207.6,360.0,185.3,12.4,,1017.7,0.0
21482,15.5,-4.9,33.9,1119.7,0.0,295.2,11.8,,1017.8,0.0
21483,0.1,-26.0,20.1,874.9,,357.7,22.8,,1008.6,0.0
21484,7.4,-39.0,37.1,606.0,,267.1,13.8,,1015.9,0.0
21485,10.1,-30.5,36.8,880.0,,232.6,15.6,,1016.8,0.0
21486,11.9,-27.7,36.3,959.8,,177.2,16.5,,1017.1,0.0
21487,9.8,-40.3,37.7,364.2,,300.0,9.7,,1019.2,0.0
21488,19.7,-0.8,35.5,1433.3,,2.9,6.2,,1018.6,0.0
21489,6.6,-35.1,31.4,986.9,,322.5,11.5,,1016.9,0.0
21490,14.2,-5.0,34.0,999.2,,275.4,11.7,,1017.7,0.0
21491,11.6,-12.6,40.6,402.0,0.0,282.3,10.5,,1015.2,0.0
21492,10.8,-15.5,31.2,1083.5,300.0,236.6,10.4,,1017.4,0.0
21493,10.9,-20.1,34.9,1097.7,,288.3,8.9,,1016.9,0.0
21494,17.1,-22.9,39.1,985.2,,113.7,11.2,,1017.2,0.0
21495,15.3,-6.0,34.4,892.0,100.0,272.9,14.1,,1017.4,0.0
21496,-1.7,-38.8,31.1,352.6,2080.0,341.7,7.9,,1008.9,0.0
21497,16.1,-7.8,35.6,1007.6,,257.1,6.8,,1017.9,0.0
21498,12.0,-33.4,41.5,667.9,,242.9,15.2,,1016.8,0.0
21499,13.3,-15.2,34.8,1205.3,230.0,224.4,10.5,,1018.6,0.0
21500,12.7,-13.6,36.4,1096.2,,265.3,9.8,,1017.6,0.0
21501,8.8,-36.1,39.8,294.3,,264.2,14.9,,1015.1,0.0
21502,7.4,-32.8,33.3,802.5,508.0,250.1,11.2,,1016.5,0.0
21503,24.2,-5.6,39.4,603.5,,105.4,16.3,,1015.0,0.0
21504,10.3,-6.2,40.8,1404.2,0.0,250.8,3.7,,1018.0,0.0
21505,11.7,-20.0,33.0,1010.3,380.0,239.5,12.4,,1017.8,0.0
21506,18.2,-10.0,36.6,1668.7,0.0,43.3,8.7,,1017.9,0.0
21507,12.8,-13.8,32.8,1344.3,200.0,216.8,7.6,,1018.3,0.0
21508,13.8,-6.8,35.3,1057.2,150.0,273.8,10.8,,1017.7,0.0
21509,17.9,-3.9,35.5,1058.4,,259.0,10.4,,1018.5,0.0
21510,17.1,-6.4,39.6,281.9,,175.9,11.6,,1013.5,0.0
21511,-0.2,-32.9,22.0,757.1,,51.8,19.2,,1008.3,0.0
21512,16.7,-5.0,35.0,923.9,,222.4,8.9,,1018.9,0.0
21513,17.6,-21.1,36.9,1282.2,,115.3,10.8,,1016.9,0.0
21514,22.9,2.8,36.7,893.2,,79.6,10.1,,1018.3,0.0
21515,8.4,-24.5,33.2,257.8,,118.0,11.6,,1019.1,0.0
21516,14.6,-8.2,35.2,1158.7,80.0,206.3,8.8,,1020.4,0.0
21517,0.1,-26.0,20.1,874.9,,357.8,22.9,,1008.6,0.0
21518,18.6,-11.1,36.7,1343.2,,133.7,12.4,,1018.0,0.0
21519,12.8,-14.4,33.6,1189.7,200.0,230.3,11.0,,1018.5,0.0
21520,10.1,-27.9,35.1,782.0,,241.8,15.3,,1017.0,0.0
21521,1.3,-21.1,21.8,1222.2,710.0,354.3,15.3,,1006.9,0.0
21522,12.1,0.4,37.1,1805.0,,333.3,8.2,,1018.6,0.0
21523,8.0,-21.6,35.1,374.2,,163.5,10.6,,1017.7,0.0
21524,12.9,-28.6,39.6,388.7,80.0,16.2,12.5,,1014.5,0.0
21525,8.8,-23.6,33.3,681.6,250.0,299.7,12.4,,1016.5,0.0
21526,14.5,-26.0,37.0,968.8,,22.2,10.0,,1017.9,0.0
21527,12.9,-12.0,32.4,1017.2,150.0,243.3,11.0,,1018.9,0.0
21528,14.0,-21.3,37.3,1059.6,0.0,252.7,10.5,,1017.6,0.0
21529,15.8,-6.1,33.9,949.6,0.0,343.0,7.1,,1018.9,0.0
21530,-0.9,-37.8,26.3,691.6,,44.4,12.1,,1008.5,0.0
21531,15.2,-10.4,32.6,1481.1,,151.2,5.9,,1018.5,0.0
21532,19.4,-18.2,36.9,1144.9,,126.4,9.2,,1017.0,0.0
21533,6.9,-27.5,32.5,951.8,520.0,245.0,10.7,78.0,1015.7,0.0
21534,11.3,-33.8,37.3,738.9,380.0,34.8,13.8,,1016.9,0.0
21535,16.3,-12.7,40.5,134.6,50.0,130.0,13.3,,1015.0,0.0
21536,14.8,-27.5,39.7,585.3,,142.9,16.3,,1015.5,0.0
21537,20.0,-10.9,38.4,1698.6,30.0,66.9,8.2,,1017.6,0.0
21538,19.0,-17.9,37.1,1229.6,,85.9,10.7,,1017.7,0.0
21539,14.9,-10.0,34.4,1017.2,150.0,243.3,11.0,,1018.9,0.0
21540,15.8,-26.9,35.9,1196.0,,148.6,12.2,,1017.4,0.0
21541,15.7,-12.2,36.0,1165.2,130.0,202.7,12.0,,1017.9,0.0
21542,6.1,-18.6,27.2,823.2,,260.3,17.1,,1028.7,0.0
21543,12.7,-22.9,36.1,1061.0,180.0,240.6,12.2,,1017.6,0.0
21544,9.5,-31.9,36.1,827.1,,270.4,14.8,,1016.6,0.0
21545,12.9,-25.7,35.1,1354.5,180.0,336.2,9.1,,1017.6,0.0
21546,1.5,-27.3,26.0,466.2,,355.3,10.3,,1016.9,0.0
21547,11.0,-13.2,32.9,1333.8,460.0,282.4,14.6,,1017.3,0.0
21548,17.4,-20.7,36.3,1015.9,,117.3,10.0,,1017.1,0.0
21549,15.7,-14.1,34.9,1467.3,,189.3,10.1,,1018.1,0.0
21550,16.7,-2.7,42.8,306.8,0.0,217.8,9.9,,1015.5,0.0
21551,11.7,-20.9,34.1,1198.1,,246.6,12.7,,1017.4,0.0
21552,11.9,-27.3,38.1,715.2,330.0,200.6,15.1,,1016.5,0.0
21553,10.9,-24.6,37.0,349.6,460.0,274.0,18.1,,1015.5,0.0
21554,10.9,-36.9,37.9,718.6,250.0,27.1,13.1,,1016.9,0.0
21555,15.6,-24.9,36.9,666.6,0.0,153.5,16.8,,1017.5,0.0
21556,17.7,-19.3,38.7,939.8,,146.4,13.3,,1017.1,0.0
21557,19.0,-7.3,43.2,241.2,,347.8,12.5,,1012.7,0.0
21558,10.5,-27.8,36.7,800.2,250.0,267.3,12.7,,1016.3,0.0
21559,10.3,-14.2,31.5,1117.7,,248.0,14.3,,1017.8,0.0
21560,11.2,-25.5,33.6,744.7,480.0,262.7,15.6,,1017.1,0.0
21561,10.0,-17.4,30.6,1188.9,,241.8,10.7,,1018.3,0.0
21562,15.7,-6.1,33.9,964.3,80.0,342.1,7.1,,1019.1,0.0
21563,17.6,-26.2,34.9,689.6,0.0,104.0,12.0,,1015.7,0.0
21564,15.4,-13.9,35.1,1433.5,,195.1,10.8,,1018.2,0.0
21565,10.8,-2.1,36.9,2138.1,,332.3,7.4,,1019.3,0.0
21566,16.0,-25.1,35.5,1244.7,,164.1,11.6,,1017.7,0.0
21567,13.7,-19.1,34.2,1153.1,,202.6,13.2,,1017.5,0.0
21568,19.7,-18.0,35.0,1186.6,,353.8,7.5,,1018.6,0.0
21569,13.7,-12.1,34.4,986.1,80.0,235.7,6.8,,1018.0,0.0
21570,7.6,-28.9,33.1,498.1,250.0,256.7,18.3,,1017.3,0.0
21571,17.6,-26.2,34.9,689.6,0.0,104.0,12.0,,1015.7,0.0
21572,19.0,-8.4,41.5,206.1,,265.9,13.2,,1018.5,0.0
21573,7.0,-33.9,38.6,387.1,180.0,275.1,14.9,103.0,1015.4,0.0
21574,12.2,-20.0,35.0,994.5,250.0,263.0,13.4,,1017.4,0.0
21575,14.5,-25.7,39.7,969.2,,157.3,15.1,,1016.8,0.0
21576,12.3,-23.6,34.1,990.3,,232.3,13.0,,1016.9,0.0
21577,11.1,-29.2,34.6,893.9,381.0,237.3,15.3,,1017.5,0.0
21578,10.9,-34.1,37.9,709.9,,293.1,14.1,,1017.0,0.0
21579,15.9,-18.6,35.1,1291.8,,194.9,10.2,,1017.8,0.0
21580,20.1,-15.6,37.2,1216.7,50.0,123.4,9.5,,1016.8,0.0
21581,8.9,-32.6,37.9,387.6,180.0,255.1,22.8,,1016.1,0.0
21582,11.8,-17.2,36.0,134.6,50.0,130.0,13.3,,1015.0,0.0
21583,14.9,-8.2,39.8,225.4,,286.4,12.3,,1018.5,0.0
21584,8.7,-17.2,32.2,1261.0,460.0,267.2,12.6,,1016.9,0.0
21585,12.6,-10.5,33.8,797.3,,270.2,10.3,,1019.8,0.0
21586,14.2,-18.3,36.9,1077.0,,224.9,10.7,,1018.0,0.0
21587,12.9,-19.9,35.1,1146.3,279.0,201.5,13.1,,1017.4,0.0
21588,15.9,-22.6,36.4,1023.3,150.0,49.9,7.9,,1017.4,0.0
21589,12.3,-19.0,33.2,996.5,180.0,253.5,13.4,,1017.6,0.0
21590,16.4,-17.0,36.0,1379.2,,255.5,12.1,,1018.2,0.0
21591,9.4,-29.2,34.8,761.7,,250.3,11.9,,1016.9,0.0
21592,9.9,-31.3,36.7,841.3,,292.0,15.1,,1016.6,0.0
21593,19.1,-17.1,41.2,574.9,250.0,148.6,16.5,,1018.2,0.0
21594,11.5,-5.2,36.8,1370.0,,140.0,7.4,,1017.7,0.0
21595,7.6,-35.2,34.8,860.2,,351.7,9.0,,1016.9,0.0
21596,19.6,-16.2,37.8,763.0,,147.4,14.5,,1016.8,0.0
21597,11.5,-28.8,35.2,956.3,330.0,205.9,15.8,,1017.1,0.0
21598,10.5,-15.8,30.9,1083.5,300.0,236.6,10.4,,1017.4,0.0
21599,10.1,-36.1,36.9,836.2,330.0,8.0,11.7,,1016.9,0.0
21600,12.5,-20.8,34.8,1125.9,130.0,254.1,10.0,,1018.0,0.0
21601,8.8,-29.8,33.5,1039.4,,286.8,12.7,,1016.6,0.0
21602,11.8,-25.1,33.9,978.4,,221.1,14.5,,1017.9,0.0
21603,13.0,-19.3,35.2,293.4,,256.0,22.2,,1017.3,0.0
21604,15.0,-27.8,36.4,1240.5,,81.4,10.7,,1017.1,0.0
21605,7.7,-35.3,38.7,335.0,,282.2,16.1,,1015.4,0.0
21606,11.9,-33.2,37.9,738.9,380.0,34.8,13.8,,1016.9,0.0
21607,10.8,-12.5,37.0,208.5,,234.7,17.1,,1015.6,0.0
21608,18.3,-4.8,36.4,1121.3,0.0,355.7,8.7,,1018.6,0.0
21609,10.9,-11.6,32.4,1220.7,610.0,257.0,10.1,,1018.4,0.0
21610,16.4,-26.0,37.0,1155.0,150.0,150.2,13.5,,1016.9,0.0
21611,8.9,-32.6,39.0,476.5,130.0,212.4,16.3,,1015.7,0.0
21612,15.1,-26.8,36.8,1099.3,,139.7,15.7,,1017.2,0.0
21613,5.2,-28.6,31.7,355.1,,218.0,14.9,,1021.2,0.0
21614,5.5,-36.8,38.2,216.1,180.0,304.0,15.2,,1015.0,0.0
21615,16.6,-13.1,34.9,1464.5,51.0,157.3,8.6,,1018.2,0.0
21616,11.8,-19.1,33.9,1137.1,130.0,227.7,9.2,,1018.3,0.0
21617,11.5,-25.8,34.2,1064.7,,289.5,11.6,,1017.2,0.0
21618,11.6,-17.3,33.3,1013.0,,245.8,7.9,,1018.0,0.0
21619,14.4,-26.5,38.5,934.6,,149.4,13.8,,1017.0,0.0
21620,13.7,-10.2,36.1,1125.1,,300.5,12.1,,1016.9,0.0
21621,11.9,-26.2,34.8,993.3,,283.8,12.8,,1017.3,0.0
21622,12.9,-22.3,34.7,1261.9,180.0,351.7,9.4,,1017.6,0.0
21623,12.7,-19.2,33.4,1038.6,230.0,244.4,12.8,,1018.3,0.0
21624,21.0,-13.7,43.5,198.6,,161.2,17.3,,1013.8,0.0
21625,23.8,-4.2,37.6,697.5,,110.9,12.9,,1014.8,0.0
21626,15.7,-16.2,35.9,1356.5,,297.9,9.0,,1018.2,0.0
21627,12.6,-24.4,34.6,1250.5,,332.7,10.1,,1018.2,0.0
21628,19.9,-21.0,37.3,1222.4,,141.1,13.8,,1016.9,0.0
21629,13.0,-19.8,35.2,1111.5,180.0,206.0,13.2,,1017.6,0.0
21630,11.0,-23.7,32.4,964.5,,292.4,10.2,,1017.6,0.0
21631,7.2,-37.1,34.9,785.0,,331.7,7.6,,1016.0,0.0
21632,16.8,-27.2,37.3,692.6,150.0,154.9,12.5,,1016.5,0.0
21633,16.4,-27.4,36.7,750.9,,156.7,13.8,,1016.2,0.0
21634,13.0,-10.7,36.5,1117.7,,300.2,9.9,,1017.2,0.0
21635,13.0,-25.6,35.2,1354.5,180.0,336.0,9.1,,1017.6,0.0
21636,18.9,-21.6,40.4,622.7,250.0,157.5,17.2,,1017.0,0.0
21637,10.6,-26.7,32.2,912.8,,283.4,11.4,,1017.1,0.0
21638,10.8,-30.7,39.8,387.6,300.0,255.4,22.8,,1016.1,0.0
21639,10.9,-22.2,32.2,1055.7,360.0,266.8,12.6,,1016.6,0.0
21640,8.1,-22.9,37.7,238.7,102.0,339.2,8.2,,1016.9,0.0
21641,8.9,-28.1,31.9,980.0,100.0,242.5,9.3,76.0,1015.6,0.0
21642,16.9,-5.6,38.0,252.9,305.0,294.9,10.1,,1015.3,0.0
21643,12.1,-24.0,32.2,1166.8,,299.7,11.0,,1018.3,0.0
21644,8.0,-24.1,30.9,1539.5,,249.3,11.6,,1016.9,0.0
21645,8.8,-30.0,39.0,721.2,130.0,5.6,14.3,,1015.9,0.0
21646,10.9,-29.6,36.9,945.7,360.0,220.4,12.5,,1016.3,0.0
21647,17.6,-22.8,38.2,1250.5,,159.1,11.5,,1017.7,0.0
21648,20.1,-10.8,38.5,1698.6,30.0,66.9,8.2,,1017.6,0.0
21649,18.8,-19.0,37.5,1333.9,,49.1,8.3,,1016.8,0.0
21650,16.3,-25.3,37.6,709.8,,124.8,15.9,,1016.3,0.0
21651,9.6,-31.0,35.0,791.9,,313.8,11.4,,1016.9,0.0
21652,13.1,-15.5,33.4,1327.5,200.0,252.0,8.2,,1017.9,0.0
21653,12.9,-15.1,33.7,1189.4,200.0,234.9,11.0,,1018.5,0.0
21654,24.1,-7.8,41.6,295.6,0.0,108.8,16.1,,1014.8,0.0
21655,11.8,-34.9,37.8,696.8,250.0,209.4,15.8,,1016.0,0.0
21656,11.0,-30.2,40.9,428.8,150.0,23.0,14.3,,1015.7,0.0
21657,11.6,-35.1,37.9,668.5,300.0,89.3,15.3,,1016.8,0.0
21658,12.9,-18.0,42.0,298.2,51.0,116.4,15.2,,1018.7,0.0
21659,17.9,-20.2,36.8,943.2,,143.1,13.7,,1017.2,0.0
21660,10.6,-16.7,34.6,1006.9,,338.8,8.4,,1019.2,0.0
21661,10.8,-36.9,38.1,514.4,,0.3,14.0,,1016.4,0.0
21662,15.1,-13.2,34.8,1313.3,,213.4,7.5,,1018.5,0.0
21663,11.9,-11.7,42.2,455.0,130.0,232.8,12.3,,1017.5,0.0
21664,11.4,-34.3,41.3,398.8,,352.2,13.1,,1017.3,0.0
21665,18.9,-20.5,36.1,1077.9,250.0,138.7,10.8,,1016.7,0.0
21666,14.2,-28.1,35.9,1034.6,,147.1,13.8,,1017.5,0.0
21667,12.6,-6.9,40.1,204.6,,184.6,15.6,,1018.9,0.0
21668,13.1,-14.1,44.3,171.1,380.0,263.5,10.9,,1016.4,0.0
21669,12.3,-11.5,42.4,456.2,230.0,238.0,12.3,,1017.7,0.0
21670,11.4,-16.8,33.2,1225.2,,218.4,11.0,,1018.2,0.0
21671,12.9,-32.2,37.8,677.9,230.0,155.8,14.1,,1016.9,0.0
21672,12.4,-32.8,41.0,746.7,300.0,169.8,16.8,,1016.8,0.0
21673,14.6,-25.9,37.1,968.8,,22.2,10.0,,1017.9,0.0
21674,18.0,-2.1,44.0,318.9,,140.7,11.0,,1015.6,0.0
21675,11.8,-19.5,40.4,141.6,0.0,217.0,13.1,,1015.0,0.0
21676,10.9,-28.4,36.6,871.3,,207.0,17.7,,1016.9,0.0
21677,13.5,-15.4,35.6,1204.9,250.0,203.5,10.3,,1018.9,0.0
21678,17.4,-2.3,41.6,232.6,,343.5,11.3,,1015.3,0.0
21679,10.9,-25.5,40.5,283.0,300.0,298.1,18.4,,1017.6,0.0
21680,13.7,-20.6,36.4,1163.4,,320.5,10.5,,1017.8,0.0
